scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel215003o,3350001,3400000,3375034,49831,2744,69.5639,45.1194,0.2131,0.1234,0.0709
Hmel215003o,3375001,3425000,3400001,49977,2845,67.8236,57.2982,0.0841,0.0653,0.0334
Hmel215003o,3400001,3450000,3424985,49944,2787,64.2951,52.2954,0.1029,0.0564,0.0328
Hmel215003o,3425001,3475000,3449941,49716,2725,67.8168,45.973,0.192,0.1074,0.0609
Hmel215003o,3450001,3500000,3475018,49672,2941,83.0545,56.3528,0.1915,0.1249,0.0684
Hmel215003o,3475001,3525000,3499860,49398,2491,79.9239,59.7023,0.1448,0.0808,0.049
Hmel215003o,3500001,3550000,3524878,48555,2246,75.7428,51.6421,0.1892,0.1115,0.0641
Hmel215003o,3525001,3575000,3550244,49047,2712,68.6865,51.5636,0.1424,0.0859,0.0472
Hmel215003o,3550001,3600000,3573165,45623,2332,52.4408,43.8377,0.0894,0.0524,0.0306
Hmel215003o,3575001,3625000,3598853,40730,1485,41.551,29.2517,0.1737,0.1306,0.0738
Hmel215003o,3600001,3650000,3626086,44975,1719,48.6038,38.1791,0.1201,0.0571,0.0374
Hmel215003o,3625001,3675000,3648795,45183,2201,69.1433,46.0315,0.2007,0.0992,0.0608
Hmel215003o,3650001,3700000,3676201,44828,1986,66.6206,32.2151,0.3481,0.1764,0.0995
Hmel215003o,3675001,3725000,3700055,49532,2394,70.1686,29.0221,0.4148,0.1835,0.1043
Hmel215003o,3700001,3750000,3724969,49899,2578,73.2236,38.7433,0.308,0.1754,0.0922
Hmel215003o,3725001,3775000,3750011,49861,2289,79.4364,43.8916,0.2882,0.1887,0.1053
Hmel215003o,3750001,3800000,3775002,49914,2267,81.2258,45.0213,0.2868,0.1869,0.1142
Hmel215003o,3775001,3825000,3799969,49772,2920,67.1467,60.0609,0.0557,0.046,0.0229
Hmel215003o,3800001,3850000,3824997,49664,3304,67.6938,71.4337,-0.0269,-0.0218,-0.0101
Hmel215003o,3825001,3875000,3849972,49269,2906,75.5858,64.8386,0.0765,0.0559,0.0299
Hmel215003o,3850001,3900000,3874878,47900,2247,59.6586,41.1662,0.1834,0.1226,0.0695
Hmel215003o,3875001,3925000,3900155,47444,2157,53.8957,43.5423,0.1063,0.0766,0.0414
Hmel215003o,3900001,3950000,3925243,48941,2233,49.876,51.0006,-0.0111,-0.0074,-0.0039
Hmel215003o,3925001,3975000,3948717,45997,2075,51.8149,40.6583,0.1206,0.0673,0.0391
Hmel215003o,3950001,4000000,3975766,45453,2438,70.0989,56.5919,0.1066,0.0778,0.0437
Hmel215003o,3975001,4025000,4000110,49130,2536,73.503,63.2148,0.0753,0.0615,0.0307
Hmel215003o,4000001,4050000,4024473,48261,2337,67.4872,50.1337,0.1475,0.0969,0.0528
Hmel215003o,4025001,4075000,4050139,48554,2591,85.7913,59.6386,0.1798,0.1171,0.0684
Hmel215003o,4050001,4100000,4074800,49585,2751,91.3882,58.3468,0.2207,0.119,0.0747
Hmel215003o,4075001,4125000,4099980,49009,2714,77.4916,47.5773,0.2392,0.1178,0.0741
Hmel215003o,4100001,4150000,4125267,49412,2862,74.3172,56.9874,0.132,0.1095,0.0549
Hmel215003o,4125001,4175000,4149922,49668,2492,63.9697,47.7218,0.1455,0.1078,0.0599
Hmel215003o,4150001,4200000,4174947,49352,2402,56.1292,35.4667,0.2256,0.1108,0.0724
Hmel215003o,4175001,4225000,4200025,49676,2850,68.8182,43.8213,0.2219,0.119,0.0697
Hmel215003o,4200001,4250000,4224647,49271,2598,62.2592,39.1831,0.2275,0.1148,0.0664
Hmel215003o,4225001,4275000,4250001,48871,2083,38.0366,32.4949,0.0786,0.0251,0.0149
Hmel215003o,4250001,4300000,4275125,49427,2469,37.1038,88.4927,-0.4092,-0.1885,-0.097
Hmel215003o,4275001,4325000,4299862,49337,2819,56.709,99.108,-0.2721,-0.1958,-0.0963
Hmel215003o,4300001,4350000,4325085,49507,2579,71.6219,55.9108,0.1232,0.0881,0.0515
Hmel215003o,4325001,4375000,4349998,49976,2818,72.2175,57.9294,0.1098,0.0555,0.0349
Hmel215003o,4350001,4400000,4375008,49978,2773,53.8412,37.5305,0.1785,0.0454,0.0315
Hmel215003o,4375001,4425000,4400000,49997,2525,41.4428,20.3116,0.3422,0.063,0.0437
Hmel215003o,4400001,4450000,4424939,49842,2648,73.5708,47.8396,0.2119,0.1032,0.062
Hmel215003o,4425001,4475000,4450000,49731,2770,81.0618,57.9931,0.1659,0.1001,0.0576
Hmel215003o,4450001,4500000,4475030,49842,2658,65.3079,34.7151,0.3059,0.1102,0.0725
Hmel215003o,4475001,4525000,4500008,49948,2276,72.9513,30.8326,0.4058,0.1385,0.0963
Hmel215003o,4500001,4550000,4524998,49983,2408,75.8021,26.599,0.4805,0.1523,0.1043
Hmel215003o,4525001,4575000,4550001,49989,2949,94.1333,30.1607,0.5147,0.1745,0.1182
Hmel215003o,4550001,4600000,4575000,49993,3059,104.0649,40.093,0.4438,0.1694,0.1079
Hmel215003o,4575001,4625000,4599851,49677,2788,82.7156,30.1788,0.4654,0.1646,0.0967
Hmel215003o,4600001,4650000,4625008,49555,2483,72.8579,43.5882,0.2514,0.1011,0.0594
Hmel215003o,4625001,4675000,4650056,49856,2341,73.8435,72.0518,0.0123,0.0061,0.0035
Hmel215003o,4650001,4700000,4674999,49940,2278,58.8935,47.8383,0.1036,0.0494,0.028
Hmel215003o,4675001,4725000,4699689,49166,2134,39.4565,12.4628,0.5199,0.1433,0.0922
Hmel215003o,4700001,4750000,4725003,48646,2196,92.9549,31.5977,0.4926,0.2236,0.139
Hmel215003o,4725001,4775000,4750214,49414,2581,120.0074,61.6671,0.3211,0.1845,0.1097
Hmel215003o,4750001,4800000,4775010,49977,2762,107.9115,64.3164,0.2531,0.159,0.0854
Hmel215003o,4775001,4825000,4799992,49972,2984,102.4036,62.8474,0.2394,0.1687,0.0878
Hmel215003o,4800001,4850000,4824949,49842,3245,83.9125,77.8587,0.0374,0.0364,0.0182
Hmel215003o,4825001,4875000,4847824,45150,2566,64.9108,64.5039,0.0031,0.0041,0.0016
Hmel215003o,4850001,4900000,4875426,45262,2634,71.5832,53.2363,0.147,0.1625,0.0729
Hmel215003o,4875001,4925000,4899985,49928,3131,89.6508,64.3476,0.1643,0.1653,0.081
Hmel215003o,4900001,4950000,4925001,49924,2831,75.0182,61.5751,0.0984,0.1048,0.0477
Hmel215003o,4925001,4975000,4949687,49213,2442,58.6139,50.8563,0.0709,0.0774,0.0355
Hmel215003o,4950001,5000000,4975067,49218,2899,81.5253,68.0707,0.0899,0.1062,0.0466
Hmel215003o,4975001,5025000,4999928,49637,2966,96.5647,79.0046,0.1,0.129,0.0568
Hmel215003o,5000001,5050000,5024955,47620,2003,67.238,51.178,0.1356,0.1719,0.0733
Hmel215003o,5025001,5075000,5050888,47845,2050,63.0188,43.8226,0.1797,0.1715,0.0766
Hmel215003o,5050001,5100000,5075031,49877,2809,80.993,60.5076,0.1448,0.1333,0.0658
Hmel215003o,5075001,5125000,5099807,49452,3084,81.1824,64.8949,0.1115,0.1149,0.0577
Hmel215003o,5100001,5150000,5124886,48861,2956,81.091,68.6046,0.0834,0.1012,0.047
Hmel215003o,5125001,5175000,5149913,48287,1919,56.5642,50.1052,0.0606,0.08,0.0345
Hmel215003o,5150001,5200000,5174831,46567,1598,36.0709,28.9528,0.1095,0.1072,0.0544
Hmel215003o,5175001,5225000,5200652,47657,3079,68.6024,52.5826,0.1322,0.1296,0.0676
Hmel215003o,5200001,5250000,5224631,48806,2774,62.0314,50.497,0.1025,0.1076,0.0552
Hmel215003o,5225001,5275000,5250015,48372,2022,48.2382,43.851,0.0476,0.058,0.0293
Hmel215003o,5250001,5300000,5275013,49427,2967,62.1194,59.3142,0.0231,0.0304,0.0137
Hmel215003o,5275001,5325000,5299823,49274,3605,73.1356,57.5877,0.1189,0.1073,0.0542
Hmel215003o,5300001,5350000,5325058,49266,3597,84.7821,54.2946,0.2192,0.1802,0.0953
Hmel215003o,5325001,5375000,5349779,48984,3439,90.8688,65.5865,0.1616,0.1607,0.077
Hmel215003o,5350001,5400000,5375203,49052,3101,82.9014,68.3237,0.0964,0.1038,0.0478
Hmel215003o,5375001,5425000,5400006,49949,2983,83.4146,60.6521,0.158,0.1794,0.0805
Hmel215003o,5400001,5450000,5424986,49948,2866,88.4697,58.7319,0.202,0.2406,0.1049
Hmel215003o,5425001,5475000,5449997,49888,2901,85.9043,65.0543,0.1381,0.212,0.0788
Hmel215003o,5450001,5500000,5475013,49877,2999,88.0748,64.1463,0.1572,0.2415,0.0879
Hmel215003o,5475001,5525000,5499985,49833,2978,88.5023,70.4746,0.1134,0.1512,0.0608
Hmel215003o,5500001,5550000,5525012,49894,2957,86.591,65.124,0.1415,0.1339,0.0609
Hmel215003o,5525001,5575000,5549998,49993,3202,84.9731,49.9454,0.2596,0.182,0.0924
Hmel215003o,5550001,5600000,5574153,47415,2175,51.2375,39.0542,0.1349,0.1072,0.0534
Hmel215003o,5575001,5625000,5600504,47384,1255,29.847,28.57,0.0219,0.0228,0.01
Hmel215003o,5600001,5650000,5624729,49184,1655,44.1625,31.4913,0.1675,0.1221,0.065
Hmel215003o,5625001,5675000,5650108,49180,2070,42.2114,25.509,0.2466,0.078,0.053
Hmel215003o,5650001,5700000,5674539,47142,2151,31.4497,21.5205,0.1874,0.0371,0.0259
Hmel215003o,5675001,5725000,5701010,47175,2460,46.9565,36.3822,0.1269,0.0377,0.0246
Hmel215003o,5700001,5750000,5724988,49954,3083,83.4226,50.9132,0.242,0.11,0.0678
Hmel215003o,5725001,5775000,5750002,49943,3017,82.3076,51.7049,0.2284,0.1378,0.0779
Hmel215003o,5750001,5800000,5774957,49627,2714,61.6534,44.2419,0.1644,0.1012,0.0593
Hmel215003o,5775001,5825000,5800006,48962,2271,45.851,34.4371,0.1422,0.0819,0.0485
Hmel215003o,5800001,5850000,5825194,49173,2556,46.475,39.5944,0.0799,0.0596,0.0297
Hmel215003o,5825001,5875000,5850037,49841,3080,67.387,62.2647,0.0395,0.0344,0.0172
Hmel215003o,5850001,5900000,5874996,49965,3073,68.2974,63.8655,0.0335,0.0219,0.0126
Hmel215003o,5875001,5925000,5900000,49978,3072,67.1854,63.8545,0.0254,0.0157,0.009
Hmel215003o,5900001,5950000,5924996,49974,2955,73.9866,53.6589,0.1593,0.0803,0.0487
Hmel215003o,5925001,5975000,5950005,49966,2823,69.2701,47.2607,0.1889,0.0776,0.0483
Hmel215003o,5950001,6000000,5974401,46806,2800,80.6712,60.7348,0.141,0.1006,0.0549
Hmel215003o,5975001,6025000,6000937,46150,2749,121.5484,59.2414,0.3446,0.3797,0.2071
Hmel215003o,6000001,6050000,6025163,49268,2556,109.0747,48.2525,0.3866,0.2441,0.1503
Hmel215003o,6025001,6075000,6049943,49757,2450,79.1777,43.0538,0.2955,0.1346,0.0899
Hmel215003o,6050001,6100000,6074687,48936,1808,55.7475,37.5246,0.1954,0.1277,0.0836
Hmel215003o,6075001,6125000,6097834,42729,613,16.4429,13.2808,0.1064,0.0819,0.0457
Hmel215003o,6100001,6150000,6126052,40106,648,21.5958,14.225,0.2058,0.1202,0.0816
Hmel215003o,6125001,6175000,6151479,46474,1786,49.3741,36.254,0.1532,0.0885,0.0535
Hmel215003o,6150001,6200000,6174826,49211,1861,55.7318,39.3068,0.1728,0.1117,0.0639
Hmel215003o,6175001,6225000,6200210,49215,2012,65.1867,57.7725,0.0603,0.0569,0.0284
Hmel215003o,6200001,6250000,6224998,49968,2728,94.1159,76.7378,0.1017,0.1134,0.0538
Hmel215003o,6225001,6275000,6249694,48338,2245,76.8189,57.3633,0.145,0.1607,0.0796
Hmel215003o,6250001,6300000,6275538,48340,2336,58.3022,45.8341,0.1197,0.1128,0.0564
Hmel215003o,6275001,6325000,6299700,48981,2159,51.0257,29.6888,0.2643,0.208,0.1031
Hmel215003o,6300001,6350000,6322022,41536,862,20.1587,9.0316,0.3812,0.214,0.11
Hmel215003o,6325001,6375000,6349468,32892,491,10.2839,9.1909,0.0561,0.0353,0.0203
Hmel215003o,6350001,6400000,6379235,40336,1788,35.761,19.4555,0.2953,0.2323,0.1165
Hmel215003o,6375001,6425000,6400000,49964,3008,68.1391,37.8954,0.2852,0.2009,0.1129
Hmel215003o,6400001,6450000,6424982,49442,2797,83.1327,44.7872,0.2998,0.182,0.1143
Hmel215003o,6425001,6475000,6450249,49418,2613,90.6173,44.1527,0.3448,0.2405,0.1424
Hmel215003o,6450001,6500000,6474990,49759,2589,73.79,49.5008,0.197,0.149,0.0816
Hmel215003o,6475001,6525000,6500045,49726,2649,61.5006,48.5489,0.1177,0.0725,0.0387
Hmel215003o,6500001,6550000,6524940,49749,2735,72.629,55.4426,0.1342,0.1047,0.0498
Hmel215003o,6525001,6575000,6550006,49730,2743,74.2556,66.9977,0.0514,0.0585,0.0242
Hmel215003o,6550001,6600000,6574979,49586,2369,58.6295,56.5447,0.0181,0.0108,0.0058
Hmel215003o,6575001,6625000,6600044,49323,2263,62.7546,53.973,0.0752,0.0286,0.0188
Hmel215003o,6600001,6650000,6623459,44555,1930,56.8698,45.5018,0.111,0.0539,0.0359
Hmel215003o,6625001,6675000,6650679,43937,1759,66.2952,34.274,0.3184,0.2166,0.1224
Hmel215003o,6650001,6700000,6674962,47347,2464,79.9696,57.8303,0.1607,0.1183,0.0609
Hmel215003o,6675001,6725000,6700672,47904,2393,62.6217,65.3238,-0.0211,-0.0193,-0.0092
Hmel215003o,6700001,6750000,6725090,49580,2506,78.0533,57.3751,0.1527,0.1199,0.0663
Hmel215003o,6725001,6775000,6749902,49590,2748,74.5993,54.2046,0.1583,0.1047,0.0611
Hmel215003o,6750001,6800000,6774988,48991,2592,63.8776,51.0703,0.1114,0.0809,0.0453
Hmel215003o,6775001,6825000,6800036,48944,2218,57.2812,52.7983,0.0407,0.0341,0.018
Hmel215003o,6800001,6850000,6824953,48600,1904,48.0101,43.1223,0.0536,0.0435,0.0231
Hmel215003o,6825001,6875000,6849885,46681,1905,47.607,32.9066,0.1826,0.1162,0.0673
Hmel215003o,6850001,6900000,6875479,46691,1964,39.5771,34.8885,0.063,0.0386,0.0219
Hmel215003o,6875001,6925000,6899755,47407,2013,52.8796,35.4365,0.1975,0.121,0.0695
Hmel215003o,6900001,6950000,6925430,48334,2612,91.915,47.8115,0.3156,0.195,0.1224
