scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel215003o,550001,600000,575000,49988,3336,73.404,86.0648,-0.0794,-0.0575,-0.0287
Hmel215003o,575001,625000,600004,49982,3252,48.6689,237.345,-0.6597,-0.5342,-0.2365
Hmel215003o,600001,650000,624994,49964,3352,42.2008,215.9244,-0.673,-0.4138,-0.2099
Hmel215003o,625001,675000,648662,46668,3158,59.35,42.0934,0.1701,0.0577,0.0377
Hmel215003o,650001,700000,674594,44403,2531,71.6794,33.7058,0.3603,0.2023,0.1176
Hmel215003o,675001,725000,700373,46245,2637,73.26,32.8735,0.3805,0.1854,0.107
Hmel215003o,700001,750000,725562,48042,3266,70.3994,45.6567,0.2132,0.1036,0.0595
Hmel215003o,725001,775000,750095,49465,3065,62.0477,40.3442,0.212,0.1227,0.0692
Hmel215003o,750001,800000,774993,49919,3284,89.3235,56.0419,0.229,0.1603,0.0813
Hmel215003o,775001,825000,799985,49768,3520,103.3662,68.9642,0.1996,0.1502,0.0764
Hmel215003o,800001,850000,825069,49767,3558,92.1301,74.7349,0.1042,0.0822,0.0432
Hmel215003o,825001,875000,850011,49919,3712,98.3043,83.6449,0.0806,0.061,0.0331
Hmel215003o,850001,900000,875002,49923,3728,97.498,84.7314,0.0701,0.0566,0.0283
Hmel215003o,875001,925000,899611,48894,3633,90.8435,88.0126,0.0158,0.0154,0.0068
Hmel215003o,900001,950000,925108,48779,3247,90.5683,82.7981,0.0448,0.0394,0.0192
Hmel215003o,925001,975000,949994,49601,3179,84.2877,66.9165,0.1149,0.0875,0.0457
Hmel215003o,950001,1000000,975068,49751,3393,80.8758,61.9696,0.1324,0.1091,0.0531
Hmel215003o,975001,1025000,997448,44789,2897,72.9067,55.0834,0.1393,0.1182,0.0585
Hmel215003o,1000001,1050000,1015121,23178,1171,27.9057,21.323,0.1337,0.1075,0.0578
Hmel215003o,1025001,1075000,1060421,28375,1579,32.8155,46.9499,-0.1772,-0.1042,-0.0502
Hmel215003o,1050001,1100000,1074990,49806,2577,99.1396,65.0782,0.2074,0.142,0.0688
Hmel215003o,1075001,1125000,1100072,49764,1968,118.4158,34.3824,0.55,0.3711,0.2021
Hmel215003o,1100001,1150000,1121993,35643,1280,86.2024,21.1017,0.6067,0.3557,0.1983
Hmel215003o,1125001,1175000,1157049,35219,1421,90.8072,20.4788,0.632,0.2478,0.1462
Hmel215003o,1150001,1200000,1175193,49482,2509,109.1269,35.0568,0.5137,0.214,0.122
Hmel215003o,1175001,1225000,1199875,49477,3019,97.8457,58.5509,0.2513,0.1845,0.0817
Hmel215003o,1200001,1250000,1225099,49480,2754,72.4663,63.6993,0.0644,0.0489,0.0219
Hmel215003o,1225001,1275000,1250004,49951,2802,58.7296,92.9401,-0.2256,-0.122,-0.0685
Hmel215003o,1250001,1300000,1274970,49844,2897,69.5591,75.2962,-0.0396,-0.0168,-0.0104
Hmel215003o,1275001,1325000,1300032,49814,2272,59.4965,11.7468,0.6702,0.1936,0.1278
Hmel215003o,1300001,1350000,1325004,49950,2741,62.0913,88.8854,-0.1775,-0.1159,-0.062
Hmel215003o,1325001,1375000,1350001,49985,3421,96.5428,127.3407,-0.1376,-0.1055,-0.0549
Hmel215003o,1350001,1400000,1374887,49632,3259,125.1283,77.3918,0.2357,0.1746,0.096
Hmel215003o,1375001,1425000,1400059,49610,2641,111.025,49.5549,0.3828,0.2794,0.1493
Hmel215003o,1400001,1450000,1424996,49954,2279,91.1682,22.6192,0.6024,0.3091,0.1895
Hmel215003o,1425001,1475000,1449984,49928,2390,84.4442,28.8772,0.4903,0.2983,0.171
Hmel215003o,1450001,1500000,1473325,45990,2382,67.264,36.5008,0.2965,0.2697,0.1147
Hmel215003o,1475001,1525000,1500440,45968,2455,70.7757,39.6073,0.2824,0.2594,0.1211
Hmel215003o,1500001,1550000,1523702,45550,2247,79.6369,60.5768,0.1359,0.1291,0.0568
Hmel215003o,1525001,1575000,1551097,45623,2229,87.7225,72.1638,0.0973,0.0809,0.038
Hmel215003o,1550001,1600000,1574997,49900,2943,85.7247,55.8205,0.2113,0.1407,0.0778
Hmel215003o,1575001,1625000,1600042,49883,3122,57.7052,30.0875,0.3146,0.1417,0.0904
Hmel215003o,1600001,1650000,1625000,49975,3096,63.9486,69.6983,-0.043,-0.0258,-0.0138
Hmel215003o,1625001,1675000,1647957,44707,2837,78.1632,68.4785,0.066,0.0545,0.0243
Hmel215003o,1650001,1700000,1675858,44433,2221,95.356,21.5393,0.6315,0.4707,0.2372
Hmel215003o,1675001,1725000,1700086,49685,2525,115.3078,25.0446,0.6431,0.4055,0.2325
Hmel215003o,1700001,1750000,1724983,49770,2527,76.4575,25.0808,0.506,0.2184,0.1364
Hmel215003o,1725001,1775000,1750064,49765,2489,70.8435,43.6467,0.2375,0.1129,0.0571
Hmel215003o,1750001,1800000,1775011,49949,2767,51.6356,168.6731,-0.5312,-0.3407,-0.158
Hmel215003o,1775001,1825000,1799721,49038,2451,28.8122,192.0969,-0.7391,-0.4543,-0.2201
Hmel215003o,1800001,1850000,1825201,49047,2710,77.2966,84.1681,-0.0426,-0.0276,-0.0135
Hmel215003o,1825001,1875000,1849985,49930,3198,96.4194,57.0323,0.2567,0.1891,0.0998
Hmel215003o,1850001,1900000,1875017,49932,2827,67.8748,65.2491,0.0197,0.0126,0.0069
Hmel215003o,1875001,1925000,1900001,49996,2665,57.7355,66.8949,-0.0735,-0.0512,-0.0271
Hmel215003o,1900001,1950000,1924350,47553,2580,40.811,40.0326,0.0096,0.0051,0.0028
Hmel215003o,1925001,1975000,1950630,47501,2549,37.2728,31.0509,0.0911,0.0375,0.0223
Hmel215003o,1950001,2000000,1975021,49939,3046,95.0381,47.1728,0.3366,0.1885,0.1222
Hmel215003o,1975001,2025000,2000001,49989,3165,119.7854,48.0816,0.4271,0.2573,0.158
Hmel215003o,2000001,2050000,2023768,45370,2856,103.2096,60.1312,0.2637,0.1907,0.1084
Hmel215003o,2025001,2075000,2051157,45020,2828,109.4868,68.0473,0.2334,0.1731,0.0961
Hmel215003o,2050001,2100000,2075024,49634,2725,99.4858,49.749,0.3333,0.2044,0.1168
Hmel215003o,2075001,2125000,2099946,49772,2398,72.3704,37.8562,0.3131,0.1727,0.108
Hmel215003o,2100001,2150000,2125050,49762,2677,80.3283,40.171,0.3333,0.1784,0.1128
Hmel215003o,2125001,2175000,2149882,49713,2707,70.8081,48.1717,0.1903,0.0954,0.0593
Hmel215003o,2150001,2200000,2174235,45789,1736,42.007,39.5063,0.0307,0.0213,0.0119
Hmel215003o,2175001,2225000,2201109,45227,1667,40.9399,31.4594,0.1309,0.1211,0.0591
Hmel215003o,2200001,2250000,2225146,49149,2763,63.2264,43.0962,0.1893,0.1568,0.079
Hmel215003o,2225001,2275000,2250006,49975,3121,95.301,62.1215,0.2108,0.1979,0.0978
Hmel215003o,2250001,2300000,2274998,49981,3037,102.3485,68.4613,0.1984,0.1922,0.0924
Hmel215003o,2275001,2325000,2299980,49657,2857,73.0346,52.9117,0.1598,0.1277,0.0638
Hmel215003o,2300001,2350000,2325131,49658,2512,58.4778,43.026,0.1522,0.1065,0.0542
Hmel215003o,2325001,2375000,2349951,49753,2450,66.6891,55.2221,0.0941,0.0836,0.0403
Hmel215003o,2350001,2400000,2375061,49764,2453,62.8836,62.3277,0.0044,0.0041,0.0019
Hmel215003o,2375001,2425000,2399353,46764,2036,47.8064,45.3137,0.0268,0.0203,0.0102
Hmel215003o,2400001,2450000,2425953,46052,1775,38.002,32.102,0.0842,0.0546,0.0291
Hmel215003o,2425001,2475000,2450172,48896,2082,45.7892,34.0052,0.1477,0.0682,0.0382
Hmel215003o,2450001,2500000,2475077,49463,2427,44.8763,33.5165,0.1449,0.042,0.0268
Hmel215003o,2475001,2525000,2499942,49484,1747,32.3645,18.8235,0.2645,0.0672,0.0443
Hmel215003o,2500001,2550000,2525106,49631,1548,30.9242,20.8461,0.1947,0.0664,0.043
Hmel215003o,2525001,2575000,2549930,49731,2465,54.8948,57.835,-0.0261,-0.0155,-0.009
Hmel215003o,2550001,2600000,2574957,49392,2505,68.5106,69.3884,-0.0064,-0.0059,-0.0029
Hmel215003o,2575001,2625000,2599985,49357,2452,76.7754,52.4157,0.1886,0.1532,0.0797
Hmel215003o,2600001,2650000,2624965,49129,2570,97.2098,48.0446,0.3385,0.2251,0.1318
Hmel215003o,2625001,2675000,2649937,48768,2304,80.5435,49.6664,0.2371,0.1521,0.0872
Hmel215003o,2650001,2700000,2673300,44267,2133,55.809,47.5451,0.08,0.0544,0.0278
Hmel215003o,2675001,2725000,2700988,43899,2258,58.6488,46.678,0.1137,0.0772,0.0406
Hmel215003o,2700001,2750000,2725317,48577,2440,59.6574,54.6383,0.0439,0.0278,0.0147
Hmel215003o,2725001,2775000,2749838,48953,2373,64.5423,50.5082,0.122,0.0749,0.0413
Hmel215003o,2750001,2800000,2774749,48374,2354,71.5025,47.0689,0.2061,0.1538,0.0843
Hmel215003o,2775001,2825000,2800140,48944,2877,60.842,55.6586,0.0445,0.0311,0.0162
Hmel215003o,2800001,2850000,2824387,48165,2736,58.5282,45.5195,0.125,0.061,0.0374
Hmel215003o,2825001,2875000,2850129,47557,2124,61.4528,38.7767,0.2262,0.1175,0.0755
Hmel215003o,2850001,2900000,2875172,48809,2738,73.8375,56.1194,0.1363,0.0991,0.0585
Hmel215003o,2875001,2925000,2900028,47937,2702,74.5856,62.9759,0.0844,0.08,0.0405
Hmel215003o,2900001,2950000,2925588,47746,2058,57.0405,42.7631,0.1431,0.1492,0.0608
Hmel215003o,2925001,2975000,2950266,48960,2110,40.7928,26.1206,0.2193,0.1108,0.0601
Hmel215003o,2950001,3000000,2975134,49631,2921,44.6873,35.2828,0.1176,0.0505,0.0313
Hmel215003o,2975001,3025000,2999961,49672,3105,59.2863,44.2006,0.1458,0.0663,0.0416
Hmel215003o,3000001,3050000,3025109,49692,2849,87.94,57.4067,0.2101,0.1338,0.0777
Hmel215003o,3025001,3075000,3049769,49478,2997,147.8947,65.2632,0.3877,0.3531,0.2006
Hmel215003o,3050001,3100000,3075024,49457,3029,128.6102,59.0269,0.3708,0.3041,0.1804
Hmel215003o,3075001,3125000,3099582,49056,2854,78.793,48.3478,0.2395,0.1865,0.1018
Hmel215003o,3100001,3150000,3124969,48740,2397,72.0408,36.0755,0.3327,0.2559,0.1266
Hmel215003o,3125001,3175000,3150043,49555,2855,66.889,55.105,0.0966,0.0769,0.037
Hmel215003o,3150001,3200000,3174986,49349,3198,77.5958,66.3705,0.078,0.0662,0.0337
Hmel215003o,3175001,3225000,3200127,48189,3004,81.1182,57.5408,0.17,0.1272,0.0712
Hmel215003o,3200001,3250000,3225333,48088,3118,76.7794,63.3315,0.096,0.074,0.0396
Hmel215003o,3225001,3275000,3250121,49279,3239,88.1228,70.3999,0.1118,0.1049,0.0535
Hmel215003o,3250001,3300000,3274750,47473,2525,89.2067,55.5474,0.2325,0.2241,0.1236
Hmel215003o,3275001,3325000,3301011,47536,2362,83.3189,52.5839,0.2262,0.2113,0.1099
Hmel215003o,3300001,3350000,3324992,49895,2893,77.5703,55.0877,0.1695,0.1345,0.0698
Hmel215003o,3325001,3375000,3349997,49754,2763,63.1054,46.3315,0.1533,0.0887,0.0506
Hmel215003o,3350001,3400000,3375034,49831,2865,68.8893,55.7185,0.1057,0.0779,0.0423
Hmel215003o,3375001,3425000,3400001,49977,2912,70.5051,59.387,0.0856,0.0744,0.0374
Hmel215003o,3400001,3450000,3424985,49944,2751,72.8166,50.5628,0.1804,0.1361,0.0728
Hmel215003o,3425001,3475000,3449941,49716,2753,71.6515,43.3549,0.246,0.1782,0.0922
Hmel215003o,3450001,3500000,3475018,49672,3082,71.8283,59.9703,0.09,0.0589,0.0312
Hmel215003o,3475001,3525000,3499860,49398,2642,70.8757,63.0153,0.0587,0.0326,0.0195
Hmel215003o,3500001,3550000,3524878,48555,2270,77.1459,47.0609,0.2422,0.1394,0.0788
Hmel215003o,3525001,3575000,3550244,49047,2778,81.3767,58.1881,0.1661,0.1299,0.062
Hmel215003o,3550001,3600000,3573165,45623,2393,57.2562,50.3694,0.064,0.0456,0.0236
Hmel215003o,3575001,3625000,3598853,40730,1474,38.4927,28.4844,0.1494,0.0962,0.0559
Hmel215003o,3600001,3650000,3626086,44975,1695,66.9426,39.6805,0.2557,0.1799,0.1026
Hmel215003o,3625001,3675000,3648795,45183,2189,83.5029,46.0584,0.289,0.186,0.1029
Hmel215003o,3650001,3700000,3676201,44828,2095,53.7511,38.1174,0.1702,0.1008,0.0502
Hmel215003o,3675001,3725000,3700055,49532,2512,56.0968,34.2888,0.2413,0.123,0.0641
Hmel215003o,3700001,3750000,3724969,49899,2604,63.3426,36.8621,0.2643,0.1435,0.0773
Hmel215003o,3725001,3775000,3750011,49861,2359,60.3367,44.6151,0.1498,0.0911,0.051
Hmel215003o,3750001,3800000,3775002,49914,2377,73.1197,50.5607,0.1824,0.1301,0.0768
Hmel215003o,3775001,3825000,3799969,49772,2984,83.5684,60.1053,0.1633,0.1496,0.075
Hmel215003o,3800001,3850000,3824997,49664,3393,75.056,59.774,0.1133,0.101,0.046
Hmel215003o,3825001,3875000,3849972,49269,3005,68.872,58.9564,0.0776,0.0582,0.0307
Hmel215003o,3850001,3900000,3874878,47900,2332,55.2748,44.4804,0.1082,0.0748,0.0418
Hmel215003o,3875001,3925000,3900155,47444,2156,54.5111,43.8968,0.1079,0.0871,0.0433
Hmel215003o,3900001,3950000,3925243,48941,2219,53.4947,56.3044,-0.0256,-0.0213,-0.0098
Hmel215003o,3925001,3975000,3948717,45997,2089,47.4124,49.9887,-0.0265,-0.0202,-0.01
Hmel215003o,3950001,4000000,3975766,45453,2418,57.8134,57.8773,-0.0006,-0.0005,-0.0003
Hmel215003o,3975001,4025000,4000110,49130,2660,66.5846,67.0711,-0.0036,-0.0043,-0.0016
Hmel215003o,4000001,4050000,4024473,48261,2496,71.2261,58.3928,0.099,0.0876,0.0412
Hmel215003o,4025001,4075000,4050139,48554,2593,85.2155,51.8784,0.2432,0.149,0.0878
Hmel215003o,4050001,4100000,4074800,49585,2688,85.0451,50.0816,0.2587,0.1228,0.0789
Hmel215003o,4075001,4125000,4099980,49009,2671,83.3719,48.859,0.261,0.1385,0.0846
Hmel215003o,4100001,4150000,4125267,49412,2895,81.3839,64.7159,0.1141,0.1058,0.0494
Hmel215003o,4125001,4175000,4149922,49668,2529,59.2249,57.4256,0.0154,0.0138,0.0067
Hmel215003o,4150001,4200000,4174947,49352,2373,58.3587,46.6087,0.1119,0.0722,0.0414
Hmel215003o,4175001,4225000,4200025,49676,2760,72.8218,43.3725,0.2534,0.1249,0.0757
Hmel215003o,4200001,4250000,4224647,49271,2485,56.8807,27.4199,0.3495,0.112,0.0744
Hmel215003o,4225001,4275000,4250001,48871,2009,28.9223,32.3171,-0.0554,-0.0121,-0.0079
Hmel215003o,4250001,4300000,4275125,49427,2394,24.4091,82.4098,-0.543,-0.192,-0.1096
Hmel215003o,4275001,4325000,4299862,49337,2801,41.0541,89.5898,-0.3715,-0.2031,-0.1119
Hmel215003o,4300001,4350000,4325085,49507,2619,59.105,54.1713,0.0436,0.0232,0.0146
Hmel215003o,4325001,4375000,4349998,49976,2740,68.7911,53.073,0.129,0.0583,0.0376
Hmel215003o,4350001,4400000,4375008,49978,2699,55.6371,34.2878,0.2374,0.0549,0.0386
Hmel215003o,4375001,4425000,4400000,49997,2566,41.3543,22.998,0.2852,0.0523,0.0358
Hmel215003o,4400001,4450000,4424939,49842,2749,58.4829,49.7996,0.0802,0.0342,0.0209
Hmel215003o,4425001,4475000,4450000,49731,2836,66.9414,53.2844,0.1136,0.0497,0.0318
Hmel215003o,4450001,4500000,4475030,49842,2784,60.9512,31.671,0.3161,0.1091,0.0722
Hmel215003o,4475001,4525000,4500008,49948,2459,64.1242,38.4322,0.2505,0.1184,0.0725
Hmel215003o,4500001,4550000,4524998,49983,2525,58.9663,36.5975,0.2341,0.0876,0.0571
Hmel215003o,4525001,4575000,4550001,49989,3093,66.7628,68.4322,-0.0123,-0.005,-0.0032
Hmel215003o,4550001,4600000,4575000,49993,3301,65.5884,77.6141,-0.084,-0.0318,-0.02
Hmel215003o,4575001,4625000,4599851,49677,3002,47.9554,36.5148,0.1354,0.0332,0.0207
Hmel215003o,4600001,4650000,4625008,49555,2749,52.4638,45.8885,0.0669,0.028,0.0144
Hmel215003o,4625001,4675000,4650056,49856,2765,52.3832,86.2151,-0.2441,-0.1933,-0.077
Hmel215003o,4650001,4700000,4674999,49940,2540,36.3319,64.3444,-0.2782,-0.1663,-0.0764
Hmel215003o,4675001,4725000,4699689,49166,2213,18.9625,13.5875,0.1651,0.0246,0.0171
Hmel215003o,4700001,4750000,4725003,48646,2255,70.0678,35.4126,0.3285,0.1139,0.0744
Hmel215003o,4725001,4775000,4750214,49414,2747,90.6915,70.4776,0.1254,0.0681,0.0399
Hmel215003o,4750001,4800000,4775010,49977,2935,57.6371,66.5128,-0.0715,-0.0328,-0.0186
Hmel215003o,4775001,4825000,4799992,49972,2977,66.1974,55.6758,0.0863,0.0389,0.0227
Hmel215003o,4800001,4850000,4824949,49842,3190,78.8258,62.379,0.1165,0.086,0.0471
Hmel215003o,4825001,4875000,4847824,45150,2577,61.2914,51.6258,0.0856,0.082,0.037
Hmel215003o,4850001,4900000,4875426,45262,2686,68.8258,50.9887,0.1489,0.1467,0.0658
Hmel215003o,4875001,4925000,4899985,49928,3165,86.7375,65.9073,0.1365,0.1516,0.0671
Hmel215003o,4900001,4950000,4925001,49924,2828,79.1643,67.1351,0.0822,0.0924,0.0408
Hmel215003o,4925001,4975000,4949687,49213,2425,66.0607,60.0374,0.0478,0.0471,0.0236
Hmel215003o,4950001,5000000,4975067,49218,2853,83.5989,78.2298,0.0332,0.0269,0.0143
Hmel215003o,4975001,5025000,4999928,49637,2775,105.7556,78.9792,0.1449,0.1151,0.0641
Hmel215003o,5000001,5050000,5024955,47620,1820,76.7374,43.4339,0.2771,0.2394,0.1266
Hmel215003o,5025001,5075000,5050888,47845,2062,56.5335,38.0699,0.1952,0.1575,0.0707
Hmel215003o,5050001,5100000,5075031,49877,2948,69.1985,61.0221,0.0628,0.0531,0.0255
Hmel215003o,5075001,5125000,5099807,49452,3220,71.8387,70.5755,0.0089,0.0093,0.0044
Hmel215003o,5100001,5150000,5124886,48861,3004,67.5821,76.4609,-0.0616,-0.0707,-0.0323
Hmel215003o,5125001,5175000,5149913,48287,1960,49.0475,53.552,-0.0439,-0.0456,-0.0225
Hmel215003o,5150001,5200000,5174831,46567,1694,35.5185,26.4196,0.1469,0.141,0.0713
Hmel215003o,5175001,5225000,5200652,47657,3079,67.0607,51.735,0.129,0.1472,0.0669
Hmel215003o,5200001,5250000,5224631,48806,2659,60.4906,49.7066,0.0979,0.1309,0.0563
Hmel215003o,5225001,5275000,5250015,48372,2014,40.1465,36.1559,0.0523,0.0695,0.032
Hmel215003o,5250001,5300000,5275013,49427,2949,52.56,50.0058,0.0249,0.0296,0.0133
Hmel215003o,5275001,5325000,5299823,49274,3594,68.0648,55.4551,0.1021,0.0818,0.0399
Hmel215003o,5300001,5350000,5325058,49266,3575,81.4094,56.5258,0.1804,0.1195,0.063
Hmel215003o,5325001,5375000,5349779,48984,3439,94.9361,62.8632,0.2033,0.1609,0.0821
Hmel215003o,5350001,5400000,5375203,49052,3184,91.7719,63.5105,0.182,0.1531,0.0796
Hmel215003o,5375001,5425000,5400006,49949,3097,85.8811,61.837,0.1628,0.141,0.0709
Hmel215003o,5400001,5450000,5424986,49948,2925,85.4985,54.8217,0.2186,0.1843,0.0918
Hmel215003o,5425001,5475000,5449997,49888,2782,81.6796,54.8334,0.1967,0.1319,0.0752
Hmel215003o,5450001,5500000,5475013,49877,2849,79.1314,55.2019,0.1781,0.1208,0.0669
Hmel215003o,5475001,5525000,5499985,49833,2836,73.7124,67.3332,0.0452,0.0358,0.0183
Hmel215003o,5500001,5550000,5525012,49894,2824,83.8229,61.7788,0.1514,0.0966,0.053
Hmel215003o,5525001,5575000,5549998,49993,2976,86.7295,39.9941,0.3688,0.1278,0.0839
Hmel215003o,5550001,5600000,5574153,47415,1984,47.6925,27.4977,0.2686,0.0741,0.0514
Hmel215003o,5575001,5625000,5600504,47384,1276,26.988,25.2762,0.0328,0.019,0.0108
Hmel215003o,5600001,5650000,5624729,49184,1665,40.3263,36.2565,0.0531,0.0393,0.0215
Hmel215003o,5625001,5675000,5650108,49180,1964,35.3628,31.2666,0.0615,0.0199,0.0135
Hmel215003o,5650001,5700000,5674539,47142,2098,29.8141,25.5946,0.0762,0.0163,0.0111
Hmel215003o,5675001,5725000,5701010,47175,2474,55.6695,40.8764,0.1532,0.0609,0.0374
Hmel215003o,5700001,5750000,5724988,49954,3072,92.741,53.9378,0.2645,0.1427,0.0839
Hmel215003o,5725001,5775000,5750002,49943,2922,87.4452,48.3136,0.2882,0.1629,0.0922
Hmel215003o,5750001,5800000,5774957,49627,2562,66.0094,40.4434,0.2402,0.1235,0.0754
Hmel215003o,5775001,5825000,5800006,48962,2216,53.1309,35.967,0.1926,0.1182,0.0676
Hmel215003o,5800001,5850000,5825194,49173,2577,48.4391,43.3551,0.0554,0.0465,0.0219
Hmel215003o,5825001,5875000,5850037,49841,3116,70.2253,59.6687,0.0813,0.0641,0.0332
Hmel215003o,5850001,5900000,5874996,49965,3103,82.9799,60.6576,0.1554,0.0993,0.0558
Hmel215003o,5875001,5925000,5900000,49978,2985,80.7582,46.4912,0.2693,0.1499,0.0857
Hmel215003o,5900001,5950000,5924996,49974,2861,102.7735,32.8509,0.5156,0.2775,0.1572
Hmel215003o,5925001,5975000,5950005,49966,2816,105.2283,46.4887,0.3872,0.2185,0.1224
Hmel215003o,5950001,6000000,5974401,46806,2807,79.9699,68.6897,0.0759,0.0558,0.0299
Hmel215003o,5975001,6025000,6000937,46150,2752,95.9697,73.3933,0.1333,0.1365,0.0725
Hmel215003o,6000001,6050000,6025163,49268,2505,111.392,52.4941,0.3594,0.3606,0.1901
Hmel215003o,6025001,6075000,6049943,49757,2248,131.423,29.0636,0.6378,0.4881,0.3078
Hmel215003o,6050001,6100000,6074687,48936,1607,87.926,22.186,0.597,0.4181,0.2814
Hmel215003o,6075001,6125000,6097834,42729,563,14.0557,8.9664,0.2211,0.142,0.0765
Hmel215003o,6100001,6150000,6126052,40106,647,22.4046,14.4587,0.2155,0.1945,0.1078
Hmel215003o,6125001,6175000,6151479,46474,1783,71.5564,34.0838,0.3547,0.2782,0.1535
Hmel215003o,6150001,6200000,6174826,49211,1827,77.9486,35.9038,0.3693,0.2966,0.164
Hmel215003o,6175001,6225000,6200210,49215,1913,64.8043,53.1723,0.0986,0.0711,0.0414
Hmel215003o,6200001,6250000,6224998,49968,2628,85.2372,71.1751,0.0899,0.072,0.0395
Hmel215003o,6225001,6275000,6249694,48338,2189,67.7182,49.0887,0.1595,0.1488,0.0764
Hmel215003o,6250001,6300000,6275538,48340,2325,55.7057,38.4723,0.183,0.138,0.0763
Hmel215003o,6275001,6325000,6299700,48981,2213,48.4217,27.4112,0.2771,0.1698,0.0937
Hmel215003o,6300001,6350000,6322022,41536,919,18.5293,11.5914,0.2303,0.1077,0.0574
Hmel215003o,6325001,6375000,6349468,32892,536,11.0313,13.9018,-0.1151,-0.1121,-0.047
Hmel215003o,6350001,6400000,6379235,40336,1808,34.4625,27.6271,0.1101,0.0915,0.0443
Hmel215003o,6375001,6425000,6400000,49964,3035,64.6379,45.6649,0.172,0.1374,0.0737
Hmel215003o,6400001,6450000,6424982,49442,2883,72.388,53.9293,0.1461,0.1239,0.0685
Hmel215003o,6425001,6475000,6450249,49418,2677,72.9339,56.0916,0.1305,0.126,0.0634
Hmel215003o,6450001,6500000,6474990,49759,2668,69.2798,58.9867,0.0802,0.0784,0.037
Hmel215003o,6475001,6525000,6500045,49726,2742,63.6659,56.8936,0.0562,0.0423,0.0206
Hmel215003o,6500001,6550000,6524940,49749,2758,70.6346,57.1405,0.1056,0.0823,0.039
Hmel215003o,6525001,6575000,6550006,49730,2579,65.2547,64.436,0.0063,0.0058,0.0027
Hmel215003o,6550001,6600000,6574979,49586,2257,63.1862,58.8282,0.0357,0.0317,0.0144
Hmel215003o,6575001,6625000,6600044,49323,2310,92.7738,58.9624,0.2228,0.1561,0.0865
Hmel215003o,6600001,6650000,6623459,44555,1851,70.3123,45.5064,0.2142,0.1333,0.0841
Hmel215003o,6625001,6675000,6650679,43937,1720,56.8938,38.1251,0.1975,0.1323,0.0749
Hmel215003o,6650001,6700000,6674962,47347,2478,80.6782,58.8393,0.1565,0.1152,0.0593
Hmel215003o,6675001,6725000,6700672,47904,2397,67.0157,65.323,0.0128,0.0123,0.0057
Hmel215003o,6700001,6750000,6725090,49580,2543,79.868,61.2816,0.1317,0.1173,0.0617
Hmel215003o,6725001,6775000,6749902,49590,2736,82.5684,55.8334,0.1932,0.1468,0.081
Hmel215003o,6750001,6800000,6774988,48991,2596,73.0812,52.2906,0.1658,0.1274,0.0673
Hmel215003o,6775001,6825000,6800036,48944,2246,67.9325,45.7447,0.1952,0.1554,0.0817
Hmel215003o,6800001,6850000,6824953,48600,1887,59.046,39.5495,0.1977,0.1755,0.0923
Hmel215003o,6825001,6875000,6849885,46681,1881,51.0447,38.5058,0.14,0.1013,0.0553
Hmel215003o,6850001,6900000,6875479,46691,1910,41.4852,39.5348,0.0241,0.0175,0.0086
Hmel215003o,6875001,6925000,6899755,47407,1977,59.3053,38.299,0.2152,0.1784,0.0897
