scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
Hmel218003o,1940001,1960000,1949993,19974,1276,15.1674,16.3293,-0.0369,-0.0084,-0.0054
Hmel218003o,1960001,1980000,1969978,19861,1259,35.0191,16.3295,0.364,0.1943,0.1044
Hmel218003o,1980001,2000000,1990000,20000,1365,26.6117,19.727,0.1486,0.076,0.0375
Hmel218003o,2000001,2020000,2010000,19986,1095,17.2924,52.3966,-0.5037,-0.281,-0.1617
Hmel218003o,2020001,2040000,2029933,19632,1118,19.252,53.3791,-0.4699,-0.3444,-0.1524
Hmel218003o,2040001,2060000,2049281,16533,813,25.323,17.8866,0.1721,0.0988,0.0615
Hmel218003o,2060001,2080000,2070013,19950,1137,30.4488,21.7352,0.167,0.1296,0.0602
Hmel218003o,2080001,2100000,2089862,19140,1124,28.7229,20.8524,0.1588,0.1036,0.0563
Hmel218003o,2100001,2120000,2111102,17759,849,17.1854,16.5937,0.0175,0.0092,0.0052
Hmel218003o,2120001,2140000,2130001,19999,922,24.3226,14.7539,0.2449,0.1913,0.0897
Hmel218003o,2140001,2160000,2150000,20000,1080,26.3673,21.5923,0.0996,0.0541,0.0288
Hmel218003o,2160001,2180000,2170000,20000,1174,29.7458,24.6417,0.0938,0.0572,0.0269
Hmel218003o,2180001,2200000,2189993,19948,811,17.4374,15.1166,0.0713,0.0299,0.0163
Hmel218003o,2200001,2220000,2210001,19998,1278,35.9264,25.0208,0.1789,0.0964,0.0537
Hmel218003o,2220001,2240000,2230000,20000,1126,23.6658,16.7047,0.1724,0.1298,0.0548
Hmel218003o,2240001,2260000,2250115,19041,830,26.9333,14.5753,0.2977,0.1722,0.0946
Hmel218003o,2260001,2280000,2269515,18944,939,23.3266,14.0498,0.2482,0.1162,0.0747
Hmel218003o,2280001,2300000,2289991,19898,1103,30.7356,23.8099,0.127,0.0658,0.0377
Hmel218003o,2300001,2320000,2310006,19915,976,18.8274,20.4472,-0.0412,-0.024,-0.0133
Hmel218003o,2320001,2340000,2330000,20000,1521,36.0228,18.2576,0.3273,0.1791,0.0949
Hmel218003o,2340001,2360000,2350006,19987,1331,35.0788,36.2979,-0.0171,-0.0124,-0.0062
Hmel218003o,2360001,2380000,2369992,19185,972,33.536,19.2616,0.2704,0.138,0.0868
Hmel218003o,2380001,2400000,2389929,19474,1234,21.3484,21.2293,0.0028,0.0009,0.0006
Hmel218003o,2400001,2420000,2410000,20000,1025,19.8394,19.4651,0.0095,0.0035,0.0017
Hmel218003o,2420001,2440000,2429948,19727,963,22.1555,15.2704,0.184,0.0567,0.0372
Hmel218003o,2440001,2460000,2449999,19993,1291,25.8465,21.2309,0.098,0.0415,0.0252
Hmel218003o,2460001,2480000,2470024,19754,1006,24.8548,26.0524,-0.0235,-0.019,-0.0082
Hmel218003o,2480001,2500000,2489841,19488,916,21.9779,13.1262,0.2522,0.1003,0.0562
Hmel218003o,2500001,2520000,2509976,19034,1107,39.6455,24.2955,0.2401,0.1787,0.0957
Hmel218003o,2520001,2540000,2530002,19997,1201,29.994,19.3784,0.215,0.1067,0.069
Hmel218003o,2540001,2560000,2550006,19982,1119,32.3359,20.6512,0.2205,0.1334,0.0731
Hmel218003o,2560001,2580000,2570003,19989,878,21.8881,17.9742,0.0982,0.0627,0.0297
Hmel218003o,2580001,2600000,2589966,19459,1069,31.9036,20.5699,0.216,0.1257,0.0691
Hmel218003o,2600001,2620000,2610006,19968,1024,31.0662,20.6728,0.2009,0.1726,0.072
Hmel218003o,2620001,2640000,2630000,19987,1272,43.2892,24.8375,0.2708,0.1995,0.0948
Hmel218003o,2640001,2660000,2650000,19984,861,25.025,14.5521,0.2646,0.2117,0.0841
Hmel218003o,2660001,2680000,2670024,19921,1194,45.9305,17.8225,0.4409,0.4209,0.1701
Hmel218003o,2680001,2700000,2690000,20000,1276,36.8092,22.0544,0.2507,0.225,0.1124
Hmel218003o,2700001,2720000,2709733,18331,648,14.4105,9.6014,0.2003,0.0898,0.0524
Hmel218003o,2720001,2740000,2729993,19973,1148,38.6495,19.0901,0.3388,0.1448,0.0963
Hmel218003o,2740001,2760000,2749810,19388,936,38.4857,14.7176,0.4467,0.2939,0.1811
Hmel218003o,2760001,2780000,2769915,19624,966,23.1153,17.9969,0.1245,0.0478,0.0311
Hmel218003o,2780001,2800000,2790512,18383,1010,26.3234,14.6262,0.2856,0.0995,0.063
Hmel218003o,2800001,2820000,2809971,19900,1307,28.0214,38.3996,-0.1562,-0.0809,-0.0475
Hmel218003o,2820001,2840000,2829483,18695,982,33.4261,18.0108,0.2997,0.1655,0.0971
Hmel218003o,2840001,2860000,2850000,20000,994,9.7836,50.994,-0.6781,-0.3473,-0.1767
Hmel218003o,2860001,2880000,2870008,19948,1268,38.5,56.4552,-0.1891,-0.1119,-0.0579
Hmel218003o,2880001,2900000,2889999,19995,1496,89.5439,19.0502,0.6491,0.522,0.2871
Hmel218003o,2900001,2920000,2909995,19898,1441,56.7142,14.9524,0.5827,0.2505,0.1633
Hmel218003o,2920001,2940000,2930000,20000,1235,28.13,25.7918,0.0434,0.0178,0.0106
Hmel218003o,2940001,2960000,2950000,19999,1442,23.3351,15.0705,0.2152,0.0638,0.0413
Hmel218003o,2960001,2980000,2969998,19988,1345,29.7865,16.0712,0.2991,0.0978,0.0659
Hmel218003o,2980001,3000000,2990000,20000,1291,31.5286,18.9682,0.2487,0.0834,0.0487
Hmel218003o,3000001,3020000,3010000,20000,1454,33.0407,28.4973,0.0738,0.0362,0.0178
Hmel218003o,3020001,3040000,3030000,20000,1413,32.4929,29.4512,0.0491,0.0223,0.0138
Hmel218003o,3040001,3060000,3050000,20000,1342,36.6801,8.253,0.6327,0.2414,0.1556
Hmel218003o,3060001,3080000,3070000,19999,1420,30.1799,14.4136,0.3536,0.2085,0.105
Hmel218003o,3080001,3100000,3090000,20000,1258,33.174,14.0247,0.4057,0.2239,0.1401
Hmel218003o,3100001,3120000,3109990,19965,1343,22.5027,20.5603,0.0451,0.0145,0.0093
Hmel218003o,3120001,3140000,3130004,19980,1295,29.9893,32.1368,-0.0346,-0.0215,-0.0119
Hmel218003o,3140001,3160000,3150000,19985,1305,24.474,30.4015,-0.108,-0.0642,-0.0314
Hmel218003o,3160001,3180000,3170004,19990,1174,30.5515,19.4765,0.2214,0.18,0.0825
Hmel218003o,3180001,3200000,3189933,19300,1142,34.8086,18.6485,0.3023,0.1934,0.1074
Hmel218003o,3200001,3220000,3209979,19956,1117,29.2159,23.7343,0.1035,0.0559,0.0285
Hmel218003o,3220001,3240000,3229989,19831,1088,30.6566,18.7604,0.2407,0.1313,0.0871
Hmel218003o,3240001,3260000,3250001,19995,1312,26.8326,19.6889,0.1536,0.1009,0.0517
Hmel218003o,3260001,3280000,3270002,19992,1080,30.2693,19.2297,0.223,0.1538,0.0921
Hmel218003o,3280001,3300000,3289997,19993,1017,21.688,22.005,-0.0073,-0.0063,-0.0034
Hmel218003o,3300001,3320000,3309873,19626,1034,26.9154,21.5758,0.1101,0.0807,0.0427
Hmel218003o,3320001,3340000,3329992,19782,948,22.6837,17.0952,0.1405,0.0764,0.0478
Hmel218003o,3340001,3360000,3350001,19999,1114,26.9618,20.1556,0.1445,0.0794,0.0486
Hmel218003o,3360001,3380000,3370004,19973,966,22.2959,27.7706,-0.1093,-0.0931,-0.0474
Hmel218003o,3380001,3400000,3390000,20000,1271,32.0441,19.4122,0.2455,0.1409,0.0882
Hmel218003o,3400001,3420000,3410001,19999,1277,42.4288,20.6285,0.3457,0.1848,0.123
Hmel218003o,3420001,3440000,3429722,18043,745,28.3946,13.9755,0.3403,0.2776,0.1227
Hmel218003o,3440001,3460000,3450023,19954,1098,33.03,23.6803,0.1649,0.1461,0.0723
Hmel218003o,3460001,3480000,3470000,20000,1323,27.7428,28.4337,-0.0123,-0.0079,-0.0043
Hmel218003o,3480001,3500000,3490030,19920,1136,27.3391,22.7248,0.0922,0.0383,0.0214
Hmel218003o,3500001,3520000,3510000,20000,1046,35.4408,20.9428,0.2571,0.1316,0.0714
Hmel218003o,3520001,3540000,3530035,19859,806,16.3296,16.7269,-0.012,-0.0045,-0.0025
Hmel218003o,3540001,3560000,3550006,19980,1103,32.2602,19.5386,0.2456,0.1201,0.0718
Hmel218003o,3560001,3580000,3569925,19551,854,19.7007,14.1879,0.1627,0.0753,0.0435
Hmel218003o,3580001,3600000,3590000,20000,998,17.2677,11.9559,0.1818,0.0811,0.0432
Hmel218003o,3600001,3620000,3609764,17518,789,16.9154,12.1633,0.1634,0.119,0.0591
Hmel218003o,3620001,3640000,3629999,19997,1141,33.0102,16.0054,0.3469,0.1791,0.1105
Hmel218003o,3640001,3660000,3650073,19695,970,22.7152,12.1638,0.3025,0.0893,0.0601
Hmel218003o,3660001,3680000,3669533,18936,581,25.0311,9.2669,0.4596,0.198,0.1322
Hmel218003o,3680001,3700000,3692212,8419,nan,nan,nan,nan,nan,nan
Hmel218003o,3700001,3720000,3711741,15772,392,9.9926,2.4201,0.6101,0.1623,0.1138
Hmel218003o,3720001,3740000,3729992,19966,1137,24.1026,25.5161,-0.0285,-0.009,-0.0061
Hmel218003o,3740001,3760000,3749998,19989,1066,24.287,18.1638,0.1442,0.0275,0.0195
Hmel218003o,3760001,3780000,3770000,20000,898,29.1533,10.523,0.4696,0.1126,0.0798
Hmel218003o,3780001,3800000,3790001,19998,956,12.7009,18.9849,-0.1983,-0.028,-0.0213
Hmel218003o,3800001,3820000,3810000,20000,1232,7.7757,16.9344,-0.3706,-0.0314,-0.0261
Hmel218003o,3820001,3840000,3830000,19999,1203,64.1015,13.3883,0.6545,0.3841,0.2284
Hmel218003o,3840001,3860000,3850002,19997,1341,27.4222,26.2479,0.0219,0.0062,0.0043
Hmel218003o,3860001,3880000,3869990,19970,707,1.5333,1.7833,-0.0754,-0.0016,-0.0014
Hmel218003o,3880001,3900000,3890003,19967,1042,8.3342,25.6206,-0.5091,-0.0874,-0.0623
Hmel218003o,3900001,3920000,3910003,19994,1213,31.5979,18.0757,0.2722,0.0708,0.0471
Hmel218003o,3920001,3940000,3930001,19984,1246,19.4156,21.8767,-0.0596,-0.0105,-0.0082
Hmel218003o,3940001,3960000,3950143,19635,1119,15.0592,12.3377,0.0993,0.0261,0.0175
Hmel218003o,3960001,3980000,3969970,19833,1161,24.7333,44.3975,-0.2844,-0.116,-0.0654
Hmel218003o,3980001,4000000,3989980,19940,1080,23.3049,6.0852,0.5859,0.1454,0.0934
Hmel218003o,4000001,4020000,4009924,19587,578,10.8812,2.15,0.67,0.1292,0.0813
Hmel218003o,4020001,4040000,4030001,19999,1057,15.6687,7.4094,0.3579,0.0648,0.0431
Hmel218003o,4040001,4060000,4050000,20000,1080,13.274,7.15,0.2998,0.0476,0.0317
Hmel218003o,4060001,4080000,4070000,20000,1102,11.0979,9.2062,0.0932,0.0143,0.0098
Hmel218003o,4080001,4100000,4090001,19999,1188,28.569,11.3819,0.4302,0.1049,0.075
Hmel218003o,4100001,4120000,4109994,19934,1137,14.0005,10.0064,0.1664,0.0448,0.0312
Hmel218003o,4120001,4140000,4129985,19913,1313,26.1904,16.7998,0.2184,0.1584,0.0899
Hmel218003o,4140001,4160000,4150141,19639,1014,22.0707,10.2742,0.3647,0.1946,0.1238
Hmel218003o,4160001,4180000,4170000,20000,1034,17.4477,14.5893,0.0892,0.0363,0.022
Hmel218003o,4180001,4200000,4190000,20000,1339,20.6036,16.8849,0.0992,0.0471,0.0256
Hmel218003o,4200001,4220000,4210000,19997,1266,40.67,17.9034,0.3887,0.2348,0.1492
Hmel218003o,4220001,4240000,4230027,19848,765,34.6668,14.2141,0.4184,0.3538,0.1993
Hmel218003o,4240001,4260000,4250000,20000,972,21.5803,14.388,0.2,0.1933,0.0868
Hmel218003o,4260001,4280000,4270003,19208,990,26.2149,14.7813,0.2789,0.2324,0.1091
Hmel218003o,4280001,4300000,4290010,19963,1298,48.1497,40.0764,0.0915,0.0391,0.0306
Hmel218003o,4300001,4320000,4309951,19341,1030,31.5161,24.4089,0.1271,0.0879,0.0517
Hmel218003o,4320001,4340000,4330000,20000,1291,32.9161,22.1682,0.1951,0.1205,0.0709
Hmel218003o,4340001,4360000,4350001,19999,1275,33.7088,23.8397,0.1715,0.112,0.0582
Hmel218003o,4360001,4380000,4369826,19382,1160,25.5217,21.6356,0.0824,0.0482,0.0295
Hmel218003o,4380001,4400000,4390000,20000,1307,31.3406,15.2861,0.3443,0.1662,0.1098
Hmel218003o,4400001,4420000,4410000,20000,1215,18.6267,10.4729,0.2802,0.1027,0.0715
Hmel218003o,4420001,4440000,4430000,20000,1237,29.8709,30.2785,-0.0068,-0.0056,-0.0031
Hmel218003o,4440001,4460000,4449952,19719,1184,29.0146,27.1854,0.0325,0.0254,0.0132
Hmel218003o,4460001,4480000,4469999,19996,1320,22.1829,19.4944,0.0645,0.0302,0.018
Hmel218003o,4480001,4500000,4489995,19969,1428,29.3674,24.1788,0.0969,0.066,0.0306
Hmel218003o,4500001,4520000,4510019,19378,738,21.8227,13.2408,0.2448,0.1255,0.0688
Hmel218003o,4520001,4540000,4530000,19954,1352,24.2322,15.9645,0.2057,0.1429,0.0713
Hmel218003o,4540001,4560000,4550063,19699,1073,20.5433,12.3308,0.2498,0.1234,0.076
Hmel218003o,4560001,4580000,4570015,19935,1046,15.172,12.205,0.1084,0.0421,0.0246
Hmel218003o,4580001,4600000,4589998,19990,1302,32.6661,16.9463,0.3169,0.1239,0.0856
Hmel218003o,4600001,4620000,4609510,18783,998,23.9293,22.5004,0.0308,0.0117,0.0086
Hmel218003o,4620001,4640000,4630044,19914,1302,33.7991,24.3946,0.1616,0.0994,0.0531
Hmel218003o,4640001,4660000,4650000,20000,1305,40.9399,28.268,0.1831,0.1028,0.0628
Hmel218003o,4660001,4680000,4670000,20000,1369,51.2762,16.6439,0.5099,0.2488,0.1855
Hmel218003o,4680001,4700000,4690000,19987,1263,33.1655,59.577,-0.2848,-0.1093,-0.0788
Hmel218003o,4700001,4720000,4710000,20000,1061,7.7615,10.6119,-0.1551,-0.0272,-0.0174
Hmel218003o,4720001,4740000,4729992,19966,1161,26.5122,8.0511,0.5341,0.176,0.091
Hmel218003o,4740001,4760000,4750001,19995,1346,50.8722,34.5024,0.1917,0.0968,0.0554
Hmel218003o,4760001,4780000,4769999,19983,927,30.9716,21.5303,0.1798,0.1135,0.0612
Hmel218003o,4780001,4800000,4790000,20000,948,23.9911,15.7557,0.2072,0.0527,0.0356
Hmel218003o,4800001,4820000,4810000,19999,938,13.5785,6.0483,0.3837,0.0783,0.0494
Hmel218003o,4820001,4840000,4830083,19017,843,26.8802,7.7666,0.5517,0.155,0.1144
Hmel218003o,4840001,4860000,4850007,19942,1331,36.7233,35.2896,0.0199,0.0095,0.0055
Hmel218003o,4860001,4880000,4870000,20000,1266,25.1766,15.3655,0.242,0.0865,0.0477
Hmel218003o,4880001,4900000,4889645,19026,1098,38.2772,16.1637,0.4062,0.178,0.1145
Hmel218003o,4900001,4920000,4909950,16740,823,28.2157,11.7609,0.4116,0.2117,0.1144
Hmel218003o,4920001,4940000,4930000,19980,1201,30.4012,15.4068,0.3273,0.1549,0.0855
Hmel218003o,4940001,4960000,4949996,19964,1513,30.6442,22.812,0.1465,0.0648,0.0393
Hmel218003o,4960001,4980000,4970005,19958,1121,21.8531,14.2034,0.2122,0.0665,0.0423
Hmel218003o,4980001,5000000,4990004,19990,1305,24.8853,22.1287,0.0586,0.0273,0.0155
Hmel218003o,5000001,5020000,5010004,19572,1146,27.8786,21.6401,0.126,0.0437,0.0284
Hmel218003o,5020001,5040000,5029927,19060,1192,27.2003,15.942,0.261,0.0986,0.062
Hmel218003o,5040001,5060000,5050000,20000,1113,29.8728,12.2895,0.417,0.1317,0.0912
Hmel218003o,5060001,5080000,5070001,19999,1173,17.8469,15.3101,0.0765,0.0198,0.0131
Hmel218003o,5080001,5100000,5090001,19996,1115,5.5514,23.8264,-0.6221,-0.1275,-0.0716
Hmel218003o,5100001,5120000,5109999,19993,1193,17.2544,9.7416,0.2783,0.1113,0.0602
Hmel218003o,5120001,5140000,5130000,20000,1048,29.3463,9.6605,0.5047,0.2498,0.1299
Hmel218003o,5140001,5160000,5149872,19227,1034,11.9779,14.1133,-0.0818,-0.0122,-0.0097
Hmel218003o,5160001,5180000,5169143,17840,547,12.7724,7.1318,0.2834,0.0668,0.0466
Hmel218003o,5180001,5200000,5190005,17019,214,6.3735,6.1433,0.0184,0.015,0.0082
Hmel218003o,5200001,5220000,5210093,17584,470,18.44,13.5924,0.1513,0.1446,0.0634
Hmel218003o,5220001,5240000,5229747,18789,718,25.0401,11.6602,0.3646,0.196,0.1326
Hmel218003o,5240001,5260000,5249758,15392,534,16.2732,9.1937,0.278,0.1988,0.1006
Hmel218003o,5260001,5280000,5270005,19970,1165,40.0564,42.0123,-0.0238,-0.0139,-0.0077
Hmel218003o,5280001,5300000,5288628,14868,666,12.4218,14.7107,-0.0844,-0.0296,-0.0179
Hmel218003o,5300001,5320000,5310000,19968,953,21.646,18.0099,0.0917,0.0485,0.0302
Hmel218003o,5320001,5340000,5330000,19985,1213,19.2545,24.3284,-0.1164,-0.0454,-0.026
Hmel218003o,5340001,5360000,5349438,17915,534,13.1133,10.4105,0.1149,0.0629,0.0324
Hmel218003o,5360001,5380000,5369901,19555,844,27.0722,18.8621,0.1787,0.1005,0.0596
Hmel218003o,5380001,5400000,5388691,17381,1102,34.6755,33.5071,0.0171,0.012,0.0064
Hmel218003o,5400001,5420000,5410626,18729,922,26.0696,17.3446,0.201,0.1354,0.0761
Hmel218003o,5420001,5440000,5429986,19927,1298,36.702,30.1086,0.0987,0.1125,0.0478
Hmel218003o,5440001,5460000,5449858,18362,626,17.3138,17.8374,-0.0149,-0.0166,-0.0063
Hmel218003o,5460001,5480000,5469998,19995,1019,26.1077,14.9577,0.2715,0.122,0.0705
Hmel218003o,5480001,5500000,5489294,16216,989,19.5497,42.1917,-0.3667,-0.2405,-0.1251
Hmel218003o,5500001,5520000,5510001,19895,892,19.2152,25.6503,-0.1434,-0.0888,-0.0427
Hmel218003o,5520001,5540000,5530061,19487,502,17.3262,11.1054,0.2188,0.1272,0.065
